WKT,name
"POLYGON ((-121.3804 36.841162,-121.380209 36.841162,-121.380209 36.841316,-121.3804 36.841316,-121.3804 36.841162))",San Benito
"POLYGON ((-121.381584 36.84129,-121.381629 36.84129,-121.381628 36.841348,-121.3818 36.84135,-121.381802 36.841256,-121.381737 36.841255,-121.381738 36.841216,-121.381585 36.841215,-121.381584 36.84129))",San Benito
"POLYGON ((-121.379833 36.841743,-121.379875 36.841745,-121.379872 36.84183,-121.379981 36.841834,-121.379985 36.841759,-121.38003 36.84176,-121.380034 36.84167,-121.379836 36.841664,-121.379833 36.841743))",San Benito
"POLYGON ((-121.379123 36.842817,-121.379123 36.842739,-121.379083 36.842739,-121.379083 36.84266,-121.378967 36.84266,-121.378967 36.842817,-121.379123 36.842817))",San Benito
"POLYGON ((-121.378619 36.843237,-121.378619 36.843027,-121.378511 36.843027,-121.378511 36.843237,-121.378619 36.843237))",San Benito
"POLYGON ((-121.377819 36.82722,-121.377819 36.827354,-121.37801 36.827354,-121.37801 36.82722,-121.377819 36.82722))",San Benito
"POLYGON ((-121.380851 36.827374,-121.380828 36.827379,-121.380846 36.827437,-121.380981 36.827411,-121.380947 36.8273,-121.380835 36.827323,-121.380851 36.827374))",San Benito
"POLYGON ((-121.377097 36.827844,-121.377009 36.82795,-121.377155 36.828028,-121.377243 36.827921,-121.377097 36.827844))",San Benito
"POLYGON ((-121.380343 36.829608,-121.38044 36.829608,-121.38044 36.829515,-121.380487 36.829515,-121.380487 36.82944,-121.380343 36.82944,-121.380343 36.829608))",San Benito
"POLYGON ((-121.380814 36.831264,-121.380813 36.831334,-121.380877 36.831335,-121.380876 36.83142,-121.380994 36.831422,-121.380997 36.831266,-121.380814 36.831264))",San Benito
"POLYGON ((-121.379174 36.831424,-121.37917 36.831479,-121.379281 36.831484,-121.379291 36.831355,-121.379107 36.831346,-121.379101 36.831421,-121.379174 36.831424))",San Benito
"POLYGON ((-121.372039 36.866399,-121.372039 36.8665,-121.372149 36.8665,-121.372149 36.866399,-121.372039 36.866399))",San Benito
"POLYGON ((-121.376226 36.854179,-121.37617 36.854179,-121.37617 36.854136,-121.376057 36.854136,-121.376057 36.854285,-121.376226 36.854285,-121.376226 36.854179))",San Benito
"POLYGON ((-121.362509 36.857017,-121.362509 36.856845,-121.362405 36.856845,-121.362405 36.857017,-121.362509 36.857017))",San Benito
"POLYGON ((-121.364288 36.85753,-121.364105 36.85753,-121.364105 36.857592,-121.364288 36.857592,-121.364288 36.85753))",San Benito
"POLYGON ((-121.371066 36.846498,-121.371065 36.846586,-121.371218 36.846587,-121.371217 36.846706,-121.371315 36.846706,-121.371316 36.846591,-121.371371 36.846592,-121.371372 36.846499,-121.371066 36.846498))",San Benito
"POLYGON ((-121.376434 36.850012,-121.376241 36.850011,-121.37624 36.850116,-121.376433 36.850117,-121.376434 36.850012))",San Benito
"POLYGON ((-121.37546 36.852947,-121.375357 36.852878,-121.375213 36.853014,-121.375316 36.853084,-121.37546 36.852947))",San Benito
"POLYGON ((-121.364717 36.844907,-121.364894 36.844907,-121.364894 36.8448,-121.364717 36.8448,-121.364717 36.844907))",San Benito
"POLYGON ((-121.365547 36.85112,-121.365365 36.851117,-121.365365 36.851096,-121.36527 36.851095,-121.365266 36.851253,-121.365544 36.851257,-121.365547 36.85112))",San Benito
"POLYGON ((-121.355289 36.852669,-121.355353 36.85267,-121.355356 36.852593,-121.355291 36.852591,-121.355289 36.852669))",San Benito
"POLYGON ((-121.322923 36.85292,-121.323033 36.852648,-121.322899 36.852613,-121.322792 36.852879,-121.322688 36.852852,-121.322658 36.852925,-121.322801 36.852963,-121.322828 36.852895,-121.322923 36.85292))",San Benito
"POLYGON ((-121.32026 36.853243,-121.320189 36.852361,-121.320012 36.852371,-121.320083 36.853252,-121.32026 36.853243))",San Benito
"POLYGON ((-121.373239 36.83623,-121.373386 36.836202,-121.373335 36.836032,-121.373188 36.836061,-121.373239 36.83623))",San Benito
"POLYGON ((-121.372574 36.837724,-121.372594 36.837646,-121.372442 36.837621,-121.372406 36.83776,-121.37261 36.837794,-121.372625 36.837733,-121.372574 36.837724))",San Benito
"POLYGON ((-121.366624 36.840668,-121.366801 36.840708,-121.366845 36.84058,-121.366668 36.840541,-121.366624 36.840668))",San Benito
"POLYGON ((-121.366026 36.840962,-121.366179 36.840962,-121.366179 36.840852,-121.366026 36.840852,-121.366026 36.840962))",San Benito
"POLYGON ((-121.370387 36.84178,-121.370545 36.84178,-121.370545 36.84164,-121.370387 36.84164,-121.370387 36.84178))",San Benito
"POLYGON ((-121.370645 36.84237,-121.370645 36.842224,-121.370484 36.842224,-121.370484 36.84237,-121.370645 36.84237))",San Benito
"POLYGON ((-121.372702 36.843252,-121.372566 36.843246,-121.372554 36.843434,-121.37269 36.843439,-121.372702 36.843252))",San Benito
"POLYGON ((-121.375321 36.844149,-121.375252 36.844149,-121.37525 36.844288,-121.375357 36.844289,-121.375358 36.84424,-121.375422 36.84424,-121.375424 36.844103,-121.375322 36.844102,-121.375321 36.844149))",San Benito
"POLYGON ((-121.364532 36.837982,-121.364582 36.837982,-121.364583 36.83789,-121.364344 36.837888,-121.364343 36.837944,-121.364408 36.837944,-121.364406 36.838107,-121.364531 36.838107,-121.364532 36.837982))",San Benito
"POLYGON ((-121.364244 36.843739,-121.364146 36.843648,-121.36403 36.843728,-121.364128 36.843819,-121.364244 36.843739))",San Benito
"POLYGON ((-121.37609 36.8277,-121.375947 36.82776,-121.376025 36.827879,-121.376168 36.827819,-121.37609 36.8277))",San Benito
"POLYGON ((-121.369965 36.829164,-121.369964 36.829313,-121.370181 36.829313,-121.370182 36.829221,-121.370125 36.829221,-121.370125 36.829164,-121.369965 36.829164))",San Benito
"POLYGON ((-121.371433 36.830852,-121.371251 36.830849,-121.371247 36.831023,-121.371365 36.831024,-121.371366 36.830992,-121.37143 36.830993,-121.371433 36.830852))",San Benito
"POLYGON ((-121.371537 36.830877,-121.371537 36.830916,-121.371469 36.830916,-121.371469 36.831024,-121.371652 36.831023,-121.371651 36.830877,-121.371537 36.830877))",San Benito
"POLYGON ((-121.372353 36.832483,-121.372436 36.832483,-121.372436 36.832456,-121.372533 36.832456,-121.372534 36.832339,-121.372354 36.832338,-121.372353 36.832483))",San Benito
"POLYGON ((-121.374121 36.834463,-121.374225 36.834463,-121.374225 36.834398,-121.374269 36.834398,-121.374269 36.834336,-121.374234 36.834335,-121.374235 36.834229,-121.374122 36.834229,-121.374121 36.834463))",San Benito
"POLYGON ((-121.372648 36.835102,-121.372652 36.834948,-121.372457 36.834944,-121.372453 36.835067,-121.372532 36.835068,-121.372531 36.8351,-121.372648 36.835102))",San Benito
"POLYGON ((-121.374713 36.820076,-121.374689 36.820113,-121.3746 36.820076,-121.374517 36.820204,-121.374707 36.820284,-121.374815 36.820118,-121.374713 36.820076))",San Benito
"POLYGON ((-121.374079 36.823105,-121.374019 36.823215,-121.374161 36.823265,-121.374221 36.823155,-121.374079 36.823105))",San Benito
"POLYGON ((-121.372203 36.82417,-121.372353 36.82417,-121.372353 36.824045,-121.372203 36.824045,-121.372203 36.82417))",San Benito
"POLYGON ((-121.364847 36.811258,-121.364924 36.811304,-121.364929 36.811305,-121.365078 36.811394,-121.365072 36.811413,-121.365162 36.811432,-121.3652 36.811391,-121.36524 36.811265,-121.365158 36.811248,-121.365129 36.811199,-121.36506 36.811185,-121.365029 36.811134,-121.364967 36.811121,-121.364883 36.811071,-121.364734 36.811041,-121.364655 36.811127,-121.364615 36.811103,-121.364631 36.811054,-121.364567 36.811017,-121.364459 36.810995,-121.364427 36.811097,-121.364524 36.811155,-121.36462 36.811175,-121.364636 36.811215,-121.364847 36.811258))",San Benito
"POLYGON ((-121.357909 36.813575,-121.358026 36.813614,-121.358041 36.813584,-121.358225 36.813646,-121.358301 36.813499,-121.357957 36.813385,-121.357934 36.81343,-121.357977 36.813444,-121.357909 36.813575))",San Benito
"POLYGON ((-121.349259 36.821,-121.349334 36.821,-121.349334 36.820945,-121.349259 36.820945,-121.349259 36.821))",San Benito
"POLYGON ((-121.350015 36.809713,-121.349931 36.80939,-121.349724 36.809425,-121.349779 36.809635,-121.34988 36.809618,-121.349909 36.809731,-121.350015 36.809713))",San Benito
"POLYGON ((-121.353295 36.81302,-121.353011 36.813,-121.352994 36.813163,-121.353277 36.813183,-121.353295 36.81302))",San Benito
"POLYGON ((-121.298082 36.81675,-121.298054 36.816831,-121.298175 36.816859,-121.298204 36.816778,-121.298082 36.81675))",San Benito
"POLYGON ((-121.359613 36.808404,-121.3599 36.808404,-121.3599 36.808265,-121.359613 36.808265,-121.359613 36.808404))",San Benito
"POLYGON ((-121.34957 36.807734,-121.349784 36.80769,-121.349759 36.807611,-121.349693 36.807625,-121.349679 36.80758,-121.349717 36.807573,-121.349691 36.80749,-121.349504 36.807528,-121.34957 36.807734))",San Benito
"POLYGON ((-121.353494 36.80917,-121.353581 36.80917,-121.353581 36.809238,-121.353711 36.809238,-121.353711 36.809152,-121.353655 36.809152,-121.353655 36.80908,-121.353711 36.80908,-121.353712 36.809002,-121.353494 36.809001,-121.353494 36.80917))",San Benito
"POLYGON ((-121.326118 36.798626,-121.32595 36.798459,-121.325906 36.798487,-121.325875 36.798457,-121.325898 36.798442,-121.325852 36.798396,-121.325732 36.798473,-121.325978 36.798717,-121.326118 36.798626))",San Benito
"POLYGON ((-121.279472 36.836369,-121.279512 36.836378,-121.279523 36.836348,-121.279488 36.83634,-121.279496 36.836319,-121.279432 36.836304,-121.279419 36.836337,-121.279479 36.836351,-121.279472 36.836369))",San Benito
"POLYGON ((-121.370772 36.949738,-121.370681 36.949861,-121.37128 36.950141,-121.371371 36.950017,-121.370772 36.949738))",San Benito
"POLYGON ((-121.378935 36.925143,-121.378839 36.925209,-121.37906 36.925415,-121.379157 36.925348,-121.378935 36.925143))",San Benito
"POLYGON ((-121.381629 36.930472,-121.381669 36.930469,-121.381656 36.930359,-121.381516 36.93037,-121.381534 36.930516,-121.381634 36.930509,-121.381629 36.930472))",San Benito
"POLYGON ((-121.348148 36.934098,-121.348153 36.934043,-121.34806 36.934037,-121.348041 36.934232,-121.348138 36.934238,-121.348143 36.934194,-121.34837 36.934209,-121.34838 36.934113,-121.348148 36.934098))",San Benito
"POLYGON ((-121.370853 36.923784,-121.370829 36.923742,-121.370704 36.923787,-121.370728 36.923829,-121.370853 36.923784))",San Benito
"POLYGON ((-121.354001 36.925755,-121.353899 36.925519,-121.353693 36.925576,-121.353765 36.925743,-121.353813 36.92573,-121.353843 36.925799,-121.354001 36.925755))",San Benito
"POLYGON ((-121.350073 36.928225,-121.35015 36.928424,-121.350246 36.928401,-121.350209 36.928307,-121.350252 36.928296,-121.350241 36.928268,-121.350334 36.928245,-121.350349 36.928283,-121.350414 36.928267,-121.350369 36.928152,-121.350073 36.928225))",San Benito
"POLYGON ((-121.350833 36.931195,-121.35087 36.931031,-121.350508 36.930979,-121.350459 36.931192,-121.350542 36.931204,-121.350564 36.931109,-121.350689 36.931127,-121.350678 36.931173,-121.350833 36.931195))",San Benito
"POLYGON ((-121.352087 36.915284,-121.352045 36.91518,-121.351901 36.915217,-121.351943 36.915321,-121.352087 36.915284))",San Benito
"POLYGON ((-121.354688 36.917133,-121.354587 36.916897,-121.354403 36.916948,-121.354505 36.917184,-121.354688 36.917133))",San Benito
"POLYGON ((-121.349289 36.919308,-121.349252 36.919215,-121.349033 36.919271,-121.34907 36.919364,-121.349289 36.919308))",San Benito
"POLYGON ((-121.365931 36.90792,-121.365854 36.907765,-121.365756 36.907796,-121.365833 36.907951,-121.365931 36.90792))",San Benito
"POLYGON ((-121.353151 36.909557,-121.35307 36.90952,-121.353005 36.909611,-121.353086 36.909648,-121.353151 36.909557))",San Benito
"POLYGON ((-121.345204 36.910719,-121.345204 36.910861,-121.345463 36.910861,-121.345463 36.910719,-121.345204 36.910719))",San Benito
"POLYGON ((-121.352586 36.911987,-121.352668 36.911963,-121.352698 36.912028,-121.352795 36.912,-121.352735 36.911869,-121.352557 36.911921,-121.352586 36.911987))",San Benito
"POLYGON ((-121.377338 36.846089,-121.377172 36.846086,-121.37717 36.846159,-121.377111 36.846158,-121.377109 36.846237,-121.377269 36.84624,-121.377271 36.846182,-121.377335 36.846183,-121.377338 36.846089))",San Benito
"POLYGON ((-121.379043 36.849533,-121.37915 36.849533,-121.37915 36.849413,-121.379043 36.849413,-121.379043 36.849533))",San Benito
"POLYGON ((-121.380875 36.850614,-121.380875 36.850501,-121.380668 36.850501,-121.380668 36.850614,-121.380875 36.850614))",San Benito
"POLYGON ((-121.379814 36.851195,-121.379726 36.851194,-121.379725 36.851248,-121.379663 36.851248,-121.379661 36.851375,-121.379811 36.851377,-121.379814 36.851195))",San Benito
"POLYGON ((-121.380235 36.840893,-121.38033 36.840894,-121.380331 36.840851,-121.380418 36.840853,-121.380422 36.840722,-121.380315 36.84072,-121.380313 36.840765,-121.380238 36.840764,-121.380235 36.840893))",San Benito
"POLYGON ((-121.379857 36.841282,-121.379952 36.841283,-121.379954 36.841222,-121.380156 36.841224,-121.380158 36.841124,-121.379925 36.841122,-121.379924 36.841169,-121.379859 36.841168,-121.379857 36.841282))",San Benito
"POLYGON ((-121.380657 36.830402,-121.380866 36.830402,-121.380866 36.830306,-121.380748 36.830306,-121.380748 36.830243,-121.380657 36.830243,-121.380657 36.830402))",San Benito
"POLYGON ((-121.378521 36.833024,-121.378521 36.833085,-121.378439 36.833085,-121.378438 36.833192,-121.378633 36.833193,-121.378634 36.833024,-121.378521 36.833024))",San Benito
"POLYGON ((-121.376956 36.825662,-121.37716 36.825662,-121.37716 36.825589,-121.37709 36.825589,-121.37709 36.825533,-121.376956 36.825533,-121.376956 36.825662))",San Benito
"POLYGON ((-121.375347 36.865271,-121.37539 36.865272,-121.375394 36.865201,-121.375351 36.8652,-121.375347 36.865271))",San Benito
"POLYGON ((-121.375481 36.865974,-121.375658 36.865974,-121.375658 36.865893,-121.375481 36.865893,-121.375481 36.865974))",San Benito
"POLYGON ((-121.374463 36.867337,-121.374556 36.867444,-121.37449 36.86748,-121.374544 36.867543,-121.37464 36.86749,-121.374573 36.867411,-121.374705 36.867338,-121.374626 36.867247,-121.374463 36.867337))",San Benito
"POLYGON ((-121.336948 36.870974,-121.336771 36.870974,-121.336771 36.871152,-121.336948 36.871152,-121.336948 36.870974))",San Benito
"POLYGON ((-121.366241 36.853463,-121.366284 36.853493,-121.366345 36.853437,-121.366226 36.853353,-121.366204 36.853373,-121.366094 36.853295,-121.365961 36.853416,-121.366148 36.853548,-121.366241 36.853463))",San Benito
"POLYGON ((-121.373837 36.858858,-121.373838 36.858783,-121.373715 36.858783,-121.373715 36.858648,-121.373591 36.858648,-121.373589 36.858947,-121.373706 36.858948,-121.373706 36.858858,-121.373837 36.858858))",San Benito
"POLYGON ((-121.376713 36.845137,-121.37683 36.845138,-121.376836 36.844912,-121.376719 36.84491,-121.376713 36.845137))",San Benito
"POLYGON ((-121.375037 36.850105,-121.374901 36.849968,-121.374755 36.850062,-121.374811 36.850118,-121.374826 36.850109,-121.374905 36.850189,-121.375037 36.850105))",San Benito
"POLYGON ((-121.365495 36.844791,-121.365401 36.844791,-121.365401 36.844839,-121.365342 36.844839,-121.365342 36.844963,-121.365495 36.844963,-121.365495 36.844791))",San Benito
"POLYGON ((-121.34934 36.860257,-121.349292 36.860257,-121.349292 36.860356,-121.34934 36.860356,-121.34934 36.860257))",San Benito
"POLYGON ((-121.375081 36.836497,-121.374944 36.836497,-121.374944 36.836417,-121.374848 36.836417,-121.374848 36.8366,-121.375081 36.8366,-121.375081 36.836497))",San Benito
"POLYGON ((-121.372629 36.836759,-121.372629 36.836918,-121.372852 36.836918,-121.372852 36.836759,-121.372629 36.836759))",San Benito
"POLYGON ((-121.373673 36.838826,-121.373673 36.838744,-121.373474 36.838744,-121.373474 36.838826,-121.373673 36.838826))",San Benito
"POLYGON ((-121.375892 36.84308,-121.376012 36.843082,-121.376018 36.842859,-121.375869 36.842856,-121.375867 36.842933,-121.375897 36.842934,-121.375892 36.84308))",San Benito
"POLYGON ((-121.364465 36.842709,-121.364298 36.842709,-121.364298 36.842832,-121.364465 36.842832,-121.364465 36.842709))",San Benito
"POLYGON ((-121.364969 36.84451,-121.365039 36.84451,-121.365039 36.844549,-121.365149 36.844549,-121.365149 36.844377,-121.364969 36.844377,-121.364969 36.84451))",San Benito
"POLYGON ((-121.376513 36.827504,-121.37669 36.827504,-121.37669 36.827358,-121.376513 36.827358,-121.376513 36.827504))",San Benito
"POLYGON ((-121.376011 36.828537,-121.376098 36.828634,-121.37622 36.828563,-121.376132 36.828467,-121.376011 36.828537))",San Benito
"POLYGON ((-121.370804 36.832145,-121.370791 36.832069,-121.370691 36.832079,-121.370696 36.832111,-121.370625 36.832119,-121.370653 36.832287,-121.370774 36.832274,-121.370754 36.83215,-121.370804 36.832145))",San Benito
"POLYGON ((-121.376087 36.83476,-121.376091 36.834627,-121.375922 36.834624,-121.375921 36.834656,-121.37585 36.834655,-121.375847 36.834756,-121.376087 36.83476))",San Benito
"POLYGON ((-121.364079 36.832935,-121.364009 36.832935,-121.364009 36.833036,-121.364079 36.833036,-121.364079 36.832935))",San Benito
"POLYGON ((-121.363872 36.835589,-121.363982 36.835589,-121.363982 36.835443,-121.363872 36.835443,-121.363872 36.835589))",San Benito
"POLYGON ((-121.353671 36.837766,-121.354007 36.837777,-121.354024 36.837443,-121.353689 36.837432,-121.353671 36.837766))",San Benito
"POLYGON ((-121.371962 36.820559,-121.371899 36.820454,-121.371755 36.82051,-121.371818 36.820614,-121.371962 36.820559))",San Benito
"POLYGON ((-121.376131 36.825247,-121.376287 36.825253,-121.376293 36.825133,-121.376138 36.825127,-121.376131 36.825247))",San Benito
"POLYGON ((-121.374612 36.825883,-121.374453 36.825883,-121.374453 36.826001,-121.374612 36.826001,-121.374612 36.825883))",San Benito
"POLYGON ((-121.374656 36.826336,-121.374735 36.826337,-121.374735 36.826279,-121.37482 36.82628,-121.374821 36.826183,-121.374658 36.826181,-121.374656 36.826336))",San Benito
"POLYGON ((-121.37194 36.811629,-121.371937 36.811596,-121.372064 36.811587,-121.372053 36.811481,-121.371832 36.811496,-121.371847 36.811636,-121.37194 36.811629))",San Benito
